nth slice...,-1,-6,-3,-10,-2,3,-5,-4,-7,2,5,4,7,6,9,8,1,-9,-8,10
"(-3, [0, 4, 16, 19])",,,,,,,,,,,,,,,,,,1,,
"(1, [0, 4, 14, 21])",3,,,,,,,,,,,,,,,1,,,,
"(-11, [0, 19, 28, 36])",,,,2,,,,,,,,,,,,,,,,
"(-4, [0, 7, 19, 21])",,,,,,1,,,,,,,,,,,,,,
"(-4, [0, 9, 16, 21])",,,,,,1,,,,1,1,,,,3,,,,,
"(3, [0, 4, 7, 16])",1,3,,2,2,2,1,1,1,6,,,,,,,,1,,
"(-7, [0, 4, 20, 24])",,,,2,,,,,,,,,,,,,,,,
"(-2, [0, 9, 12, 16])",,,,,,,,,,,,,,,,1,,,,
"(-2, [0, 5, 19, 22])",,,,,,1,,,,,,,,,,,,,,
"(-4, [0, 7, 12, 15])",,,,,,,,,,,,,,,,1,,,,1
"(-6, [0, 6, 9, 14])",,,,,,,,,,,,,,,,,,,1,
"(-4, [0, 16, 22, 24])",,,,,,,,,,,,,,,,,,,,1
"(0, [0, 1, 12, 17])",,,2,,,,,,,,,,,,,,,,,
"(3, [0, 3, 9, 17])",,,,,6,,,,,1,,1,,,,,,,,
"(1, [0, 8, 12, 15])",,,2,1,,,1,,,,,,,,1,1,,,,
"(-2, [0, 7, 10, 20])",,,,,,,,,,,,,,,,,,,,1
"(-11, [0, 15, 20, 27])",,,,,,,,,,,,,,,,,,,,1
"(-2, [0, 12, 15, 22])",,,2,,,,,,,,,,,,,,,,1,
"(-2, [0, 9, 14, 17])",,,,,,,,,,,1,1,,,,2,,,1,
"(-4, [0, 5, 12, 22])",,,,,,,,,1,,1,,,,,,,,,
"(-9, [0, 9, 24, 27])",,,,,,,,,,,,,,,,,,,,1
"(3, [0, 3, 9, 18])",,,,,3,,,,,,,,,,,1,,,,
"(5, [0, 3, 5, 8])",,,1,,,,,,,,,,,,,,,,,
"(-9, [0, 17, 19, 26])",,,,,,,,2,,,,,,,,,,,,
"(-2, [0, 3, 12, 21])",,,,,,,1,,,,,,,2,,,,,,
"(-8, [0, 16, 19, 21])",,,,,,,,,1,,,,,,,,,1,,
"(-4, [0, 10, 17, 27])",,,,,,,,,1,,,,,,,,,,,
"(-7, [0, 8, 15, 32])",,,,,,,,,,,,,,,,,,1,,
"(2, [0, 1, 8, 17])",4,,,,,,,,,,,,,,,,,1,1,
"(1, [0, 7, 10, 19])",,,,,,,,,,1,,,,,,,,,,
"(5, [0, 3, 7])",,1,,,,,,,,,,,,,,,,,1,1
"(-4, [0, 9, 21, 28])",,,,,,,,,,,,,,,,,,,2,
"(-4, [0, 12, 15, 19])",,,,,2,,,3,,,,,,,1,,,,1,
"(1, [0, 7, 10, 15])",,2,,,,,,,,,1,,1,,,,,,,
"(3, [0, 7, 11, 15])",,,,,,,,,,,,1,,,,,,,,
"(-9, [0, 12, 19, 24])",,,,,,,1,,,,,,,,,,,,,
"(-4, [0, 8, 15, 27])",,,,,,,,,,,,,,,,,,,,2
"(3, [0, 7, 15, 24])",,,,,,,,,,,,,,,1,,,,,
"(-7, [0, 19, 24, 27])",,,,,,,,,,,,,,3,2,,,,,1
"(3, [0, 8, 12, 15])",,1,,,,,,,,,,,,,,1,,,,
"(-8, [0, 8, 18, 27])",,,,,,,,,,,1,,,,,,,,,
"(0, [0, 7, 10, 17])",,,,,,,1,,,,,,,,,,,,,
"(-2, [0, 5, 16, 22])",6,,,,,,,,,,,,,,,,1,,,
"(3, [0, 3, 8, 12])",,,,,,,,,,,,,2,,,,,,,
"(-5, [0, 15, 20, 25])",,,,,1,,,,,,,,,,,,,,,
"(1, [0, 12, 17, 19])",,,,,,,,,,,,,,1,,,,,,
"(-4, [0, 4, 12, 22])",,1,,,,,,,,,,,,,,,,,,
"(-2, [0, 8, 17, 24])",,,,,2,,,,,,,,,,,,,,,
"(-1, [0, 4, 14, 19])",,,,,,,,1,,,,,,,,,,,,
"(1, [0, 4, 14, 19])",,,,,,,,,,,,,1,,,,4,,,
"(-5, [0, 15, 18, 20])",,,,,,,,,,,,,1,,,,,,,
"(-2, [0, 10, 16, 26])",,,,,,,1,,,,,,,,,,,,,
"(4, [0, 2, 9, 18])",,,,,,,1,,,,,,,,,,,,,
"(-2, [0, 8, 17, 20])",,,,,,,,,,,,,,,,,,,,2
"(-5, [0, 10, 15, 27])",,,,,,,,,,,,,,,,,,,1,
"(-4, [0, 15, 19])",,,,2,,,,,,,,,,,,,,,,
"(-2, [0, 12, 16, 24])",,1,,,,,1,1,,,,,,,,,,,,
"(-2, [0, 4, 12, 22])",,,,,,,1,,,,,,,1,,,,,,
"(3, [0, 6, 10, 15])",,,,,,,,,,,,,,,,,,1,,
"(4, [0, 4, 7, 16])",,,3,,,2,,,,,,,,,2,,,,1,
"(-6, [0, 15, 21, 24])",,,,,,,,,1,,,,,,1,,,,,
"(5, [0, 8, 13, 17])",,,,,,,,,,,,,,,1,,,,,
"(-7, [0, 15, 19])",,,,,,,,,,,,,,1,,,,,,
"(2, [0, 9, 12, 13])",,,,,,,,,,,,,,,,,,1,,
"(-1, [0, 12, 17, 21])",,,,,,,,,1,,,,,,,,,,,
"(-3, [0, 6, 8, 15])",,,,,,,,,,,,,,,,,,,1,
"(-1, [0, 4, 9, 16])",,,,,,,,,,,,,,,,,,1,,
"(-9, [0, 12, 15, 24])",1,,,,,,,,,,,,,,,,,,,
"(-8, [0, 16, 17, 19])",,2,,,,,,,,,,,,,,,,,,
"(4, [0, 3, 8, 20])",,,,1,,,,,,,,,,2,,,,,,1
"(-2, [0, 15, 18, 20])",,,,,,1,,,,,,,,,,,,,,
"(-2, [0, 10, 14, 19])",,,2,,,,,1,,,,,,,,,,,,
"(8, [0, 5, 19])",,,,,,,,,,,,,,,,2,,,,
"(-6, [0, 15, 18, 24])",,,,,,,,,,,,1,,,,,,,,
"(4, [0, 4, 9, 16])",,,1,,,,,,2,,,,,1,,,,,,
"(-7, [0, 15, 22, 32])",,,,,,,,,,,,,,1,,,,,,
"(-10, [0, 15, 20, 30])",,,,1,,,,,,,,,,,,,,,,
"(5, [0, 3, 9, 12])",,,2,,,,,,,,,,,,,,,,,
"(-3, [0, 4, 9, 21])",,,,,,1,,,,,,,,,,,,,,
"(-5, [0, 15, 18, 27])",,,,,,,,,1,,,,,,,,,,1,
"(-9, [0, 12, 16, 22])",,,,,,,,,,,,,,,1,1,,,,
"(-7, [0, 10, 15, 22])",,,,2,,,,,,,,,,1,,,,,,
"(-1, [0, 15, 20])",,,,,,,,,,,,2,,,,,,,,
"(4, [0, 4, 7, 12])",,,,,,,1,3,1,,,,,,,,,,,
"(-3, [0, 6, 16, 19])",,,,,,,,,,,,,,,,,,,1,
"(8, [0, 5, 14, 21])",,,,1,,,,,,,,,,,,,,,,
"(-2, [0, 5, 10, 12])",,,,,,,,,1,,,,,,,,,,,
"(-1, [0, 7, 12, 17])",,,1,,,,,,,,,,,,,,,1,,
"(-9, [0, 16, 31, 36])",,,,,,,,,,,,,,,,1,,,,
"(-6, [0, 14, 17, 22])",,,,1,,,,,,,,,,,,,,,,
"(-2, [0, 7, 15, 22])",1,,,2,,1,,,,1,,,,1,,,,,,
"(1, [0, 4, 12, 21])",1,,,,,,,,,,,,1,,,,,,,1
"(-9, [0, 19, 23, 28])",,,,,,,,,,,,,6,,,,,,,
"(0, [0, 12, 14, 19])",,,,,,,,,,,,,,,,1,,,,
"(3, [0, 7, 12, 17])",,,1,,2,,,,,,,,1,,,,,,,
"(3, [0, 2, 9, 16])",,,,,,,,1,,,,,,,,,,,,
"(7, [0, 5, 7, 12])",,,,,,,,,,,,,,,,,,,,1
"(2, [0, 6, 9, 15])",,,,,,,,,,,,,,,,,,,,1
"(-4, [0, 4, 16, 19])",,,,,,,,2,,,,,,,,,,,,
"(-4, [0, 14, 19, 23])",,,,,,,,1,,1,,,,1,,,,,,1
"(-1, [0, 7, 15, 21])",,,,,1,,,,,,,,,,,,,1,,
"(3, [0, 3, 12, 20])",,,1,,,,,,,,,,,,,,,,,
"(-4, [0, 12, 15])",,,,,,,,,,,,,,1,,,,,,
"(-3, [0, 14, 19, 23])",,1,,,,,,,,,,,1,,,,,,,1
"(0, [0, 3, 10, 22])",,,,,,,,,,1,,,,,,,,,,
"(-8, [0, 16, 23, 28])",,,,,,,,,1,,,,,,,,,,,
"(-6, [0, 9, 12, 24])",,,,,,,,,,,,,,2,,,,,,
"(-7, [0, 17, 22, 27])",,,,,,,,,,,,2,,,,,,,,
"(-2, [0, 12, 19, 22])",,,1,,,,,,,,,,,,,,,,,
"(2, [0, 4, 7, 16])",,,,,,2,,,,,,,,,,,,,,
"(-2, [0, 7, 14, 22])",,,,,,,,,,,,,,,,,,,,1
"(-6, [0, 17, 21, 26])",,,,,,,,,,,,,,,,,,,1,
"(-11, [0, 16, 24, 26])",,,,,,,,,1,,,,,,,,,,,
"(6, [0, 7, 16, 21])",,,,1,,,,,,,,,,,,,,,,
"(-12, [0, 15, 20, 27])",,,,,,,,,,,,,,,,,,,,1
"(-7, [0, 19, 24, 28])",,,,,,,,,,,,,,,,,,,,2
"(4, [0, 4, 12, 19])",,1,2,,,,1,,,,,,,,,,,,,
"(-8, [0, 16, 23, 24])",,,,,,,,,,,,,,,,,,,1,
"(-9, [0, 12, 21, 28])",,,,,,,,,,,,,,,,1,,,,
"(-2, [0, 9, 19, 24])",,,,,,,,,2,,,,,,,,,,,
"(2, [0, 8, 15, 18])",,,,,,,,,,,,,,,,,19,1,2,
"(-2, [0, 9, 17, 21])",,,,,,,,,1,4,1,,,,,,3,,,
"(4, [0, 6, 9, 16])",,,,,,,,,,,,,1,,,,,,1,
"(2, [0, 3, 8, 17])",2,,,,,,,,,,,,,,,,,1,,
"(4, [0, 4, 8, 15])",,,,,,,,1,,,,,,,,,,,,
"(-3, [0, 9, 12, 16])",,,,,,,,,,,,,,,,,,,2,
"(7, [0, 8, 15, 18])",,,,1,,,,,,,,,,,,,,,,
"(5, [0, 2, 5, 14])",,,,,,,,,,,,,,,,,,1,,
"(3, [0, 4, 9, 16])",,,1,,1,,,2,2,,,,,,,,,,,
"(-4, [0, 12, 19])",,,,,,1,,,,,,,,,,1,,,,
"(8, [0, 4, 9])",,1,,,,,,,,,,,,,2,,,,,
"(10, [0, 3, 7, 10])",,,,,,,,,,,,,,2,,,,,,
"(-3, [0, 9, 14, 18])",,,,2,,,,,1,,,,,,,,,,,
"(0, [0, 6, 15, 27])",,,,,,,,,1,,,,,,,,,,,
"(5, [0, 3, 7, 19])",,,,,,,,,,,,,,,,,,1,,
"(7, [0, 7, 17])",,,,,,,,1,,,,,,,,,,,,
"(-9, [0, 19, 22, 24])",,,,,,,,,,,,,,1,,,,,1,
"(0, [0, 8, 12, 15])",,,,,,,,,,,,,,,,,,2,1,
"(5, [0, 4, 12, 20])",,,,,,,,,,,,,,,1,,,,,
"(-6, [0, 12, 15, 27])",,,1,,,,,,,,,,,,,,,,,
"(-2, [0, 8, 16, 24])",,,,,,,,1,,,,,,,,,,,,
"(-6, [0, 10, 16, 21])",,1,,,,,,,,,,,,,,,,,,
"(2, [0, 1, 12, 17])",4,,,,,,,,,,,,,,,,,,,
"(2, [0, 3, 10, 18])",,,,,,,,,3,2,,,,,,,,,,4
"(-2, [0, 12, 17, 22])",,1,,,,,,1,1,,,,,,,,2,,,
"(5, [0, 3, 7, 15])",,2,1,1,1,,1,2,1,2,2,2,3,,1,,1,2,1,1
"(-9, [0, 19, 22, 28])",,,,,,,,,,,,,,,1,,,,,
"(-4, [0, 15, 21, 24])",,,,,,,,,,,,,1,,,,,,,1
"(5, [0, 7, 17, 19])",,1,,,,,,,,,,,,,,,,,,
"(-1, [0, 5, 17, 21])",,,1,,,,,,,,,,,,,,,,,
"(0, [0, 15, 20])",1,,,,,,,,,,,,1,,,,1,,,1
"(1, [0, 5, 10, 14])",,,,,,,,,,,,,,,,,,1,,
"(10, [0, 7])",,,1,,,,,,,,,,,,,,,,,
"(3, [0, 7, 17])",,,,,1,,,,,,,,,,,,,,,
"(-2, [0, 10, 15, 17])",7,,,,,,,,,1,,,,1,,,,,,
"(4, [0, 2, 9, 17])",3,,2,,,,,,,,,,,,,,,,,
"(4, [0, 2, 7, 16])",,,,,,3,,,,,1,,,,,,,,,
"(-2, [0, 4, 7, 12])",,,1,,,,,,,,,,,,,,,,,
"(8, [0, 5, 7, 12])",,,,,,,,,,,1,,,,,1,,,,
"(-6, [0, 12, 16, 19])",,1,,,,,,,1,,,,,,,2,,,,
"(0, [0, 8, 17, 24])",,,,,,,,,,,,,,,,,,1,,
"(0, [0, 15, 18, 20])",,,,,,,,,,,,,,,,1,,,,
"(-11, [0, 19, 24, 28])",,,,2,,1,1,1,,,,1,,,1,3,,,,
"(-3, [0, 12, 16, 21])",,,,,,,,,2,,,1,,,,1,,,,2
"(7, [0, 8, 12])",,,,,,,,,,,,,,,,,,1,,
"(-2, [0, 10, 16, 19])",,8,2,,,4,2,4,,,2,3,,6,3,5,,,2,
"(4, [0, 3, 8, 15])",,,1,,,,,,,,,,,,,,,,,
"(-2, [0, 8, 15, 19])",,,,,,,,,,,,,,,1,,,1,,
"(-4, [0, 8, 16, 19])",,,,,,,,,,,,,,,,1,,,,
"(8, [0, 2, 7, 16])",,,,,,,,,,,,,1,,,,,,,
"(5, [0, 5, 12, 19])",,,,,,,1,,,,,,,,,,,,1,
"(0, [0, 8, 17, 20])",,1,2,,,1,,,1,,,1,,,,,,,,
"(-2, [0, 9, 12, 17])",2,,,,,,,,,,,,,,,,,,,
"(-9, [0, 17, 22, 29])",,,,,,,,,,,,1,,,,,,,,
"(6, [0, 4, 7])",,,,1,1,,,1,,,,,,,,2,,,,
"(-2, [0, 15, 19])",,,,,,,,,,,,,,,,,,,1,
"(-5, [0, 16, 24, 34])",,,,,,,,,,,,,,,,,,1,,
"(6, [0, 9, 11, 16])",3,,,1,,,,,,,,,,,,,,,,
"(6, [0, 3, 9])",,,,,,,,,,,1,,,,,,,,,
"(-1, [0, 7, 11, 16])",,,,,,,,,1,,1,,,,,,,,,
"(-6, [0, 14, 19, 28])",,,,,,,1,,,,,,,,,,,,,
"(5, [0, 3, 12, 20])",,,,,,,1,,,,,,1,,,,,,,2
"(-2, [0, 16, 19, 24])",,,,,1,,1,,,,,,,,,,,,,
"(-6, [0, 16, 24])",,,,,,,,,,,,,,,,,,,,1
"(1, [0, 4, 7, 19])",,,,,,,,,,,,1,,,,1,,,,
"(6, [0, 3, 9, 12])",,,,,,,2,1,,,,,,,,,,,,
"(4, [0, 2, 6, 9])",,,,,,,1,,,,,,,,,,,,,
"(-2, [0, 5, 12, 19])",,,,,,,,,2,,,1,,,,,,,,
"(-6, [0, 16, 19, 24])",,,,3,,1,,,,,,,,,,,,3,,1
"(7, [0, 4, 7, 10])",,,,,,,,,,,,,,,,,,,1,
"(1, [0, 4, 7, 12])",,7,1,,1,,,1,,,,,2,2,1,3,,1,2,2
"(0, [0, 4, 12, 19])",,2,,1,,,1,,,,1,,,,1,,,,1,2
"(-4, [0, 11, 20, 26])",,,,,,,,,,,1,,,,,,,,,
"(-2, [0, 6, 15, 22])",2,,,,,,,,,,,,,,,,2,,,
"(-11, [0, 19, 24, 27])",,,,1,,,,,,,,,,,,,,,,
"(-11, [0, 7, 16, 24])",,,,1,,,,,,,,,,,,,,,,1
"(1, [0, 4, 7, 16])",,1,1,,,,1,,2,,,2,,5,,1,1,1,,
"(8, [0, 5, 7, 19])",,,,,,,,,,,,,,,,,,,1,
"(2, [0, 1, 6, 10])",,,,,,,,,,,,,,,2,,,,,
"(13, [0, 4, 7])",,,,,,,,,,,,2,,,,,,,,
"(-3, [0, 12, 18, 21])",,1,,,,,,,,,,,,,,,,,,
"(-4, [0, 4, 7, 12])",,,,,,,,1,,,,,,,,1,,1,,
"(0, [0, 7, 15, 19])",,,,,,,,2,,4,,,,,,,,,,
"(-8, [0, 16, 18, 21])",,,,,,,,,,,,,,,,,,,1,
"(-1, [0, 7, 15, 22])",1,,,,,,,,,,,,,,,,,,1,
"(-4, [0, 9, 16, 19])",,,,1,,,,,,,,,,,,,,,,
"(-2, [0, 3, 10, 12])",,,,,,,,,,,,,,,,,,,1,
"(-1, [0, 2, 7, 19])",,,,,,,,1,,,,,,,,,,,,
"(-4, [0, 7, 16, 21])",,,,,,,1,,,2,,1,,1,3,,,,,
"(-4, [0, 7, 15, 24])",,,,,,,,,,,,,1,1,1,,,,,
"(3, [0, 5, 9, 13])",,,,,,,,,,,2,,,,,,,,,
"(4, [0, 5, 7])",,,,,,,,,,,,,,,2,,,,,
"(-1, [0, 3, 8, 20])",,,,,,,,,,,,,,,,1,,,,
"(-7, [0, 15, 17, 22])",,,,,,,,,,,,,,,,,,,,1
"(-11, [0, 15, 24, 31])",,,,,,,,,2,,,,,,,,,,,
"(1, [0, 7, 14, 16])",,1,,,1,1,1,,,1,2,1,,1,,1,1,,,
"(-6, [0, 7, 15, 24])",,,1,,,,,,,,,,,,,,,,,
"(0, [0, 6, 10, 15])",,,,,,,1,,,,,,,,,,,,,
"(7, [0, 3, 8, 18])",,,,,,,,,,,,,,1,,,,,,
"(-4, [0, 19, 28])",,,,,,,,,1,,,,,,,,,,,
